"MES";"DIA";"PROVINCIA";"CANTÓN";"HORA";"ZONA";"NUM_FALLECIDO";"NUM_LESIONADO";"TOTAL_VICTIMAS";"CLASE";"CAUSA"
"1";"1";"9";"0901";"2";"1";0;0;0;"4";"4"
"1";"1";"9";"0901";"3";"1";0;1;1;"3";"4"
"1";"1";"9";"0901";"4";"1";0;1;1;"7";"1"
"1";"1";"9";"0901";"5";"1";0;0;0;"4";"8"
"1";"1";"9";"0901";"6";"1";0;3;3;"7";"3"
"1";"1";"9";"0901";"7";"1";0;1;1;"7";"3"
"1";"1";"9";"0901";"8";"1";0;3;3;"3";"7"
"1";"1";"9";"0901";"9";"1";0;2;2;"3";"7"
"1";"1";"9";"0901";"10";"1";0;0;0;"3";"3"
"1";"1";"9";"0901";"11";"1";0;2;2;"3";"3"
"1";"1";"9";"0901";"12";"1";0;1;1;"1";"3"
"1";"1";"9";"0901";"13";"1";0;1;1;"1";"3"
"1";"1";"9";"0901";"14";"1";0;3;3;"3";"1"
"1";"1";"9";"0901";"15";"1";0;0;0;"3";"3"
"1";"1";"9";"0901";"16";"1";0;0;0;"7";"1"
"1";"1";"9";"0901";"17";"1";0;1;1;"1";"7"
"1";"1";"9";"0901";"18";"1";0;1;1;"5";"1"
"1";"1";"9";"0901";"19";"1";0;1;1;"1";"3"
"1";"1";"9";"0901";"23";"1";0;2;2;"7";"3"
"1";"2";"9";"0901";"20";"1";0;1;1;"7";"3"
"1";"2";"9";"0901";"21";"1";0;1;1;"7";"3"
"1";"2";"9";"0901";"22";"1";0;0;0;"7";"3"
"1";"2";"9";"0901";"0";"1";0;0;0;"5";"4"
"1";"2";"9";"0901";"1";"1";0;1;1;"3";"7"
"1";"2";"9";"0901";"2";"1";0;2;2;"3";"7"
"1";"2";"9";"0901";"3";"1";0;0;0;"3";"4"
"1";"2";"9";"0901";"4";"1";0;2;2;"3";"4"
"1";"3";"9";"0901";"5";"1";0;1;1;"7";"3"
"1";"3";"9";"0901";"6";"1";0;0;0;"7";"3"
"1";"3";"9";"0901";"7";"1";0;0;0;"5";"3"
"1";"3";"9";"0901";"8";"1";0;2;2;"3";"4"
"1";"3";"9";"0901";"9";"1";0;0;0;"3";"7"
"1";"3";"9";"0901";"10";"1";0;1;1;"6";"3"
"1";"3";"9";"0901";"11";"1";0;1;1;"3";"7"
"1";"3";"9";"0901";"12";"1";0;1;1;"1";"4"
"1";"3";"9";"0901";"13";"1";0;0;0;"5";"10"
"1";"4";"9";"0901";"14";"1";0;2;2;"3";"7"
"1";"4";"9";"0901";"15";"1";0;1;1;"7";"3"
"1";"4";"9";"0901";"16";"1";0;1;1;"1";"7"
"1";"4";"9";"0901";"17";"1";0;2;2;"3";"7"
"1";"4";"9";"0901";"18";"1";0;1;1;"1";"7"
"1";"4";"9";"0901";"19";"1";0;0;0;"3";"3"
"1";"4";"9";"0901";"20";"1";0;1;1;"3";"3"
"1";"5";"9";"0901";"21";"1";0;0;0;"3";"7"
"1";"5";"9";"0901";"22";"1";0;1;1;"2";"10"
"1";"5";"9";"0901";"23";"1";0;1;1;"3";"3"
"1";"5";"9";"0901";"0";"1";0;0;0;"3";"7"
"1";"5";"9";"0901";"1";"1";0;1;1;"3";"7"
"1";"5";"9";"0901";"2";"1";0;1;1;"3";"7"
"1";"5";"9";"0901";"3";"1";0;0;0;"3";"3"
"1";"5";"9";"0901";"4";"1";0;1;1;"1";"3"
"1";"5";"9";"0901";"5";"1";0;0;0;"3";"1"
"1";"5";"9";"0901";"6";"1";0;2;2;"1";"10"
"1";"6";"9";"0901";"7";"1";0;1;1;"3";"7"
"1";"6";"9";"0901";"8";"1";0;1;1;"3";"1"
"1";"6";"9";"0901";"9";"1";0;1;1;"3";"4"
"1";"6";"9";"0901";"10";"1";1;0;1;"1";"3"
"1";"6";"9";"0901";"11";"1";0;4;4;"3";"1"
"1";"6";"9";"0901";"12";"1";1;0;1;"7";"3"
"1";"6";"9";"0901";"13";"1";1;0;1;"3";"4"
"1";"6";"9";"0901";"14";"1";0;1;1;"3";"7"
"1";"6";"9";"0901";"15";"1";0;0;0;"3";"7"
"1";"6";"9";"0901";"16";"1";0;1;1;"3";"7"
"1";"6";"9";"0901";"17";"1";0;1;1;"1";"3"
"1";"6";"9";"0901";"18";"1";0;1;1;"3";"7"
"1";"6";"9";"0901";"19";"1";0;1;1;"3";"4"
"1";"6";"9";"0901";"20";"1";0;1;1;"4";"3"
"1";"6";"9";"0901";"21";"1";0;1;1;"7";"3"
"1";"6";"9";"0901";"22";"1";0;1;1;"7";"6"
"1";"6";"9";"0901";"23";"1";0;1;1;"3";"3"
"1";"6";"9";"0901";"7";"1";0;1;1;"1";"3"
"1";"7";"9";"0901";"0";"1";0;3;3;"7";"10"
"1";"7";"9";"0901";"1";"1";0;2;2;"3";"7"
"1";"7";"9";"0901";"2";"1";0;1;1;"7";"3"
"1";"7";"9";"0901";"3";"1";0;0;0;"7";"3"
"1";"7";"9";"0901";"4";"1";0;1;1;"1";"3"
"1";"7";"9";"0901";"5";"1";0;0;0;"7";"1"
"1";"7";"9";"0901";"6";"1";0;2;2;"7";"3"
"1";"7";"9";"0901";"8";"1";1;1;2;"7";"3"
"1";"7";"9";"0901";"9";"1";0;1;1;"7";"3"
"1";"7";"9";"0901";"10";"1";0;1;1;"5";"10"
"1";"7";"9";"0901";"11";"1";0;1;1;"1";"3"
"1";"7";"9";"0901";"12";"1";0;1;1;"4";"4"
"1";"7";"9";"0901";"13";"1";0;1;1;"1";"3"
"1";"7";"9";"0901";"14";"1";0;1;1;"7";"3"
"1";"7";"9";"0901";"15";"1";0;1;1;"1";"1"
"1";"1";"9";"0901";"16";"1";0;2;2;"5";"3"
"1";"1";"9";"0901";"17";"1";0;0;0;"4";"3"
"1";"1";"9";"0901";"18";"1";0;1;1;"1";"7"
"1";"1";"9";"0901";"19";"1";0;0;0;"3";"3"
"1";"2";"9";"0901";"20";"1";0;1;1;"1";"3"
"1";"3";"9";"0901";"21";"1";0;3;3;"3";"7"
"1";"3";"9";"0901";"22";"1";0;1;1;"6";"8"
"1";"3";"9";"0901";"23";"1";0;0;0;"7";"8"
"1";"3";"9";"0901";"0";"1";0;0;0;"7";"3"
"1";"4";"9";"0901";"1";"1";0;0;0;"3";"4"
"1";"4";"9";"0901";"2";"1";0;1;1;"3";"7"
"1";"4";"9";"0901";"3";"1";0;2;2;"3";"7"
"1";"4";"9";"0901";"4";"1";0;0;0;"4";"7"
"1";"4";"9";"0901";"5";"1";0;1;1;"1";"3"
"1";"4";"9";"0901";"6";"1";0;1;1;"1";"3"
"1";"4";"9";"0901";"7";"1";0;0;0;"5";"3"
"1";"5";"9";"0901";"8";"1";0;1;1;"6";"3"
"1";"5";"9";"0901";"9";"1";0;1;1;"6";"3"
"1";"5";"9";"0901";"10";"1";0;0;0;"4";"4"
"1";"5";"9";"0901";"11";"1";0;2;2;"3";"7"
"1";"5";"9";"0901";"12";"1";1;0;1;"1";"4"
"1";"5";"9";"0901";"13";"1";0;0;0;"3";"7"
"1";"6";"9";"0901";"14";"1";0;1;1;"2";"5"
"1";"6";"9";"0901";"15";"1";0;3;3;"5";"4"
"1";"6";"9";"0901";"16";"1";0;1;1;"3";"3"
"1";"6";"9";"0901";"17";"1";0;2;2;"1";"5"
"1";"6";"9";"0901";"18";"1";0;1;1;"1";"7"
"1";"6";"9";"0901";"19";"1";0;0;0;"3";"6"
"1";"7";"9";"0901";"20";"1";1;1;2;"3";"7"
"1";"7";"9";"0901";"21";"1";0;1;1;"3";"4"
"1";"7";"9";"0901";"22";"1";0;0;0;"7";"3"
"1";"7";"9";"0901";"23";"1";0;1;1;"7";"3"
"1";"7";"9";"0901";"0";"1";0;3;3;"3";"2"
"1";"7";"9";"0901";"1";"1";0;0;0;"7";"3"
"1";"1";"9";"0901";"2";"1";0;0;0;"4";"3"
"1";"1";"9";"0901";"3";"1";0;1;1;"7";"3"
"1";"1";"9";"0901";"4";"1";0;2;2;"3";"2"
"1";"1";"9";"0901";"5";"1";0;1;1;"4";"10"
"1";"1";"9";"0901";"6";"1";0;0;0;"3";"3"
"1";"1";"9";"0901";"7";"1";0;1;1;"3";"3"
"1";"1";"9";"0901";"8";"1";0;0;0;"3";"3"
"1";"1";"9";"0901";"9";"1";0;1;1;"7";"3"
"1";"1";"9";"0901";"10";"1";1;0;1;"1";"3"
"1";"2";"9";"0901";"11";"1";0;2;2;"7";"3"
"1";"2";"9";"0901";"12";"1";0;0;0;"7";"3"
"1";"2";"9";"0901";"13";"1";0;1;1;"7";"3"
"1";"2";"9";"0901";"14";"1";0;2;2;"3";"3"
"1";"2";"9";"0901";"15";"1";2;0;2;"3";"3"
"1";"2";"9";"0901";"16";"1";0;1;1;"7";"3"
"1";"2";"9";"0901";"17";"1";0;1;1;"7";"3"
"1";"2";"9";"0901";"18";"1";0;0;0;"3";"7"
"1";"2";"9";"0901";"19";"1";0;1;1;"1";"3"
"1";"2";"9";"0901";"20";"1";0;1;1;"3";"3"
"1";"2";"9";"0901";"21";"1";0;0;0;"3";"4"
"1";"2";"9";"0901";"22";"1";0;1;1;"7";"3"
"1";"2";"9";"0901";"23";"1";0;2;2;"1";"4"
"1";"3";"9";"0901";"0";"1";0;1;1;"7";"3"
"1";"3";"9";"0901";"1";"1";0;1;1;"3";"4"
"1";"3";"9";"0901";"2";"1";0;1;1;"7";"3"
"1";"3";"9";"0901";"3";"1";0;1;1;"1";"4"
"1";"3";"9";"0901";"4";"1";0;2;2;"3";"3"
"1";"3";"9";"0901";"5";"1";0;2;2;"7";"3"
"1";"3";"9";"0901";"6";"1";0;0;0;"3";"3"
"1";"3";"9";"0901";"7";"1";0;1;1;"5";"3"
"1";"3";"9";"0901";"8";"1";0;1;1;"3";"3"
"1";"4";"9";"0901";"9";"1";0;1;1;"1";"3"
"1";"4";"9";"0901";"10";"1";1;0;1;"1";"10"
"1";"4";"9";"0901";"11";"1";0;1;1;"3";"7"
"1";"4";"9";"0901";"12";"1";0;1;1;"3";"7"
"1";"4";"9";"0901";"13";"1";0;1;1;"1";"5"
"1";"4";"9";"0901";"14";"1";0;1;1;"3";"7"
"1";"5";"9";"0901";"15";"1";0;1;1;"3";"3"
"1";"5";"9";"0901";"16";"1";0;2;2;"7";"3"
"1";"5";"9";"0901";"17";"1";0;1;1;"1";"7"
"1";"5";"9";"0901";"18";"1";0;1;1;"7";"3"
"1";"5";"9";"0901";"19";"1";0;1;1;"1";"7"
"1";"5";"9";"0901";"20";"1";0;1;1;"7";"3"
"1";"5";"9";"0901";"21";"1";0;1;1;"1";"3"
"1";"5";"9";"0901";"22";"1";0;1;1;"3";"7"
"1";"6";"9";"0901";"23";"1";0;2;2;"7";"1"
"1";"6";"9";"0901";"0";"1";1;0;1;"3";"7"
"1";"6";"9";"0901";"1";"1";0;2;2;"1";"5"
"1";"6";"9";"0901";"2";"1";0;2;2;"3";"7"
"1";"6";"9";"0901";"3";"1";0;2;2;"3";"7"
"1";"6";"9";"0901";"4";"1";0;1;1;"7";"3"
"1";"6";"9";"0901";"5";"1";0;1;1;"3";"4"
"1";"6";"9";"0901";"6";"1";0;0;0;"3";"3"
"1";"6";"9";"0901";"7";"1";0;0;0;"4";"3"
"1";"6";"9";"0901";"8";"1";0;0;0;"5";"3"
"1";"6";"9";"0901";"9";"1";1;0;1;"3";"10"
"1";"6";"9";"0901";"11";"1";0;0;0;"4";"3"
"1";"7";"9";"0901";"10";"1";0;2;2;"1";"4"
"1";"7";"9";"0901";"12";"1";0;0;0;"3";"7"
"1";"7";"9";"0901";"13";"1";0;0;0;"4";"8"
"1";"7";"9";"0901";"14";"1";0;0;0;"4";"3"
"1";"7";"9";"0901";"15";"1";0;2;2;"3";"7"
"1";"1";"9";"0901";"16";"1";0;1;1;"7";"7"
"1";"1";"9";"0901";"17";"1";0;0;0;"7";"3"
"1";"1";"9";"0901";"18";"1";0;1;1;"7";"10"
"1";"1";"9";"0901";"19";"1";0;1;1;"4";"3"
"1";"1";"9";"0901";"20";"1";0;1;1;"5";"3"
"1";"1";"9";"0901";"21";"1";0;3;3;"3";"3"
"1";"1";"9";"0901";"22";"1";0;2;2;"3";"7"
"1";"1";"9";"0901";"23";"1";0;0;0;"3";"7"
"1";"1";"9";"0901";"0";"1";0;1;1;"3";"2"
"1";"1";"9";"0901";"1";"1";0;1;1;"3";"3"
"1";"1";"9";"0901";"2";"1";0;0;0;"4";"4"
"1";"1";"9";"0901";"3";"1";0;0;0;"3";"3"
"1";"2";"9";"0901";"4";"1";0;1;1;"3";"7"
"1";"2";"9";"0901";"5";"1";0;1;1;"3";"7"
"1";"2";"9";"0901";"6";"1";0;1;1;"3";"7"
"1";"2";"9";"0901";"7";"1";0;1;1;"6";"3"
"1";"2";"9";"0901";"8";"1";1;0;1;"3";"4"
"1";"2";"9";"0901";"9";"1";0;1;1;"3";"4"
"1";"2";"9";"0901";"10";"1";0;0;0;"3";"7"
"1";"2";"9";"0901";"11";"1";0;1;1;"3";"7"
"1";"2";"9";"0901";"12";"1";0;2;2;"3";"4"
"1";"2";"9";"0901";"14";"1";0;2;2;"1";"4"
"1";"3";"9";"0901";"13";"1";0;0;0;"3";"3"
"1";"3";"9";"0901";"15";"1";0;1;1;"3";"4"
"1";"3";"9";"0901";"16";"1";0;1;1;"7";"3"
"1";"3";"9";"0901";"17";"1";0;0;0;"3";"7"
"1";"3";"9";"0901";"18";"1";0;1;1;"3";"4"
"1";"3";"9";"0901";"19";"1";0;1;1;"3";"7"
"1";"3";"9";"0901";"20";"1";0;2;2;"7";"10"
"1";"3";"9";"0901";"21";"1";0;2;2;"3";"3"
"1";"3";"9";"0901";"22";"1";0;0;0;"4";"6"
"1";"4";"9";"0901";"23";"1";0;1;1;"3";"3"
"1";"4";"9";"0901";"0";"1";0;1;1;"7";"3"
"1";"4";"9";"0901";"1";"1";0;1;1;"4";"6"
"1";"4";"9";"0901";"2";"1";0;2;2;"1";"3"
"1";"4";"9";"0901";"4";"1";0;0;0;"3";"3"
"1";"5";"9";"0901";"3";"1";0;0;0;"4";"3"
"1";"5";"9";"0901";"5";"1";0;2;2;"5";"3"
"1";"5";"9";"0901";"6";"1";0;1;1;"3";"3"
"1";"5";"9";"0901";"7";"1";0;2;2;"3";"7"
"1";"5";"9";"0901";"8";"1";0;1;1;"3";"3"
"1";"5";"9";"0901";"9";"1";0;1;1;"3";"3"
"1";"5";"9";"0901";"10";"1";0;1;1;"1";"3"
"1";"5";"9";"0901";"11";"1";0;1;1;"3";"7"
"1";"6";"9";"0901";"12";"1";0;2;2;"1";"3"
"1";"6";"9";"0901";"13";"1";0;1;1;"3";"3"
"1";"6";"9";"0901";"14";"1";0;1;1;"3";"7"
"1";"6";"9";"0901";"15";"1";0;3;3;"3";"3"
"1";"6";"9";"0901";"16";"1";0;0;0;"5";"4"
"1";"6";"9";"0901";"17";"1";0;2;2;"7";"3"
"1";"6";"9";"0901";"18";"1";0;0;0;"5";"4"
"1";"6";"9";"0901";"19";"1";0;3;3;"3";"7"
"1";"6";"9";"0901";"20";"1";0;0;0;"7";"3"
"1";"6";"9";"0901";"21";"1";0;1;1;"3";"4"
"1";"6";"9";"0901";"22";"1";0;1;1;"4";"10"
"1";"7";"9";"0901";"23";"1";0;1;1;"7";"3"
"1";"7";"9";"0901";"0";"1";0;1;1;"7";"3"
"1";"7";"9";"0901";"1";"1";0;0;0;"7";"3"
"1";"7";"9";"0901";"2";"1";0;1;1;"1";"3"
"1";"7";"9";"0901";"3";"1";0;1;1;"7";"3"
"1";"7";"9";"0901";"4";"1";0;1;1;"1";"5"
"1";"7";"9";"0901";"5";"1";0;1;1;"7";"3"
"1";"1";"9";"0901";"6";"1";0;1;1;"7";"3"
"1";"1";"9";"0901";"7";"1";0;1;1;"7";"4"
"1";"1";"9";"0901";"8";"1";0;1;1;"3";"3"
"1";"1";"9";"0901";"9";"1";0;1;1;"3";"3"
"1";"1";"9";"0901";"10";"1";0;3;3;"3";"7"
"1";"1";"9";"0901";"11";"1";0;1;1;"3";"2"
"1";"1";"9";"0901";"12";"1";0;1;1;"3";"4"
"1";"1";"9";"0901";"13";"1";0;2;2;"3";"1"
"1";"1";"9";"0901";"14";"1";0;3;3;"3";"7"
"1";"1";"9";"0901";"15";"1";0;1;1;"1";"4"
"1";"2";"9";"0901";"16";"1";0;2;2;"7";"10"
"1";"2";"9";"0901";"17";"1";0;1;1;"3";"7"
"1";"2";"9";"0901";"18";"1";0;0;0;"7";"3"
"1";"3";"9";"0901";"19";"1";0;2;2;"3";"7"
"1";"3";"9";"0901";"20";"1";0;1;1;"3";"7"
"1";"3";"9";"0901";"21";"1";0;1;1;"3";"3"
"1";"1";"24";"2403";"0";"1";0;0;0;"4";"4"
"1";"1";"9";"0922";"1";"1";0;1;1;"2";"5"
"1";"1";"9";"0902";"3";"2";0;1;1;"7";"4"
"1";"1";"9";"0927";"3";"2";0;2;2;"2";"5"
"1";"1";"9";"0906";"5";"2";0;1;1;"1";"4"
"1";"1";"12";"1210";"7";"2";0;1;1;"3";"7"
"1";"1";"23";"2301";"7";"2";0;2;2;"3";"4"
"1";"1";"24";"2402";"8";"1";0;1;1;"4";"4"
"1";"1";"9";"0916";"9";"2";0;0;0;"4";"4"
"1";"1";"9";"0914";"10";"2";0;1;1;"7";"4"
"1";"1";"9";"0906";"11";"2";1;0;1;"4";"4"
"1";"1";"7";"0712";"15";"2";0;5;5;"7";"4"
"1";"1";"1";"0101";"15";"2";0;0;0;"3";"7"
"1";"1";"9";"0925";"15";"2";0;4;4;"3";"7"
"1";"1";"9";"0920";"16";"2";0;2;2;"3";"4"
"1";"1";"9";"0914";"16";"2";0;1;1;"1";"4"
"1";"1";"1";"0103";"17";"2";0;1;1;"5";"4"
"1";"1";"9";"0908";"18";"2";0;1;1;"2";"5"
"1";"1";"9";"0916";"18";"2";0;0;0;"7";"4"
"1";"1";"9";"0922";"18";"2";0;1;1;"2";"5"
"1";"1";"9";"0925";"19";"2";0;3;3;"3";"4"
"1";"1";"13";"1314";"19";"2";0;1;1;"3";"4"
"1";"1";"9";"0908";"20";"2";0;3;3;"1";"4"
"1";"1";"9";"0904";"20";"1";0;1;1;"3";"7"
"1";"1";"9";"0906";"20";"2";0;1;1;"2";"5"
"1";"1";"9";"0906";"20";"2";0;1;1;"1";"4"
"1";"1";"9";"0911";"20";"2";0;1;1;"2";"5"
"1";"1";"1";"0101";"21";"2";0;3;3;"7";"4"
"1";"1";"13";"1309";"23";"2";0;2;2;"4";"4"
"1";"1";"9";"0908";"23";"2";1;0;1;"1";"4"
"1";"1";"9";"0925";"23";"2";0;0;0;"4";"4"
"1";"2";"12";"1202";"0";"1";1;0;1;"3";"4"
"1";"2";"12";"1204";"3";"2";1;0;1;"7";"4"
"1";"2";"13";"1312";"6";"2";0;2;2;"2";"5"
"1";"2";"24";"2401";"10";"2";0;1;1;"7";"4"
"1";"2";"9";"0906";"11";"2";0;2;2;"7";"4"
"1";"2";"24";"2401";"12";"2";0;1;1;"3";"7"
"1";"2";"7";"0706";"14";"2";0;0;0;"3";"7"
"1";"2";"23";"2301";"18";"2";0;1;1;"3";"4"
"1";"3";"24";"2401";"3";"2";0;1;1;"7";"4"
"1";"3";"9";"0916";"5";"2";0;0;0;"3";"4"
"1";"3";"1";"0101";"8";"2";0;3;3;"7";"4"
"1";"3";"12";"1201";"11";"2";0;0;0;"5";"4"
"1";"3";"23";"2302";"13";"1";0;1;1;"2";"5"
"1";"3";"9";"0921";"19";"2";0;0;0;"3";"7"
"1";"3";"9";"0904";"22";"1";0;1;1;"1";"4"
"1";"4";"23";"2301";"0";"2";0;1;1;"3";"4"
"1";"4";"9";"0920";"5";"2";0;0;0;"3";"4"
"1";"4";"9";"0918";"10";"2";0;2;2;"3";"7"
"1";"4";"24";"2403";"11";"2";0;1;1;"1";"4"
"1";"4";"6";"0610";"12";"1";0;1;1;"3";"7"
"1";"4";"24";"2402";"13";"1";0;1;1;"3";"7"
"1";"4";"24";"2401";"21";"2";0;1;1;"3";"4"
"1";"5";"24";"2402";"10";"1";0;1;1;"1";"4"
"1";"5";"9";"0919";"15";"2";0;1;1;"2";"5"
"1";"5";"23";"2301";"20";"2";1;0;1;"3";"4"
"1";"5";"9";"0925";"20";"2";1;0;1;"3";"4"
"1";"5";"1";"0101";"21";"2";0;0;0;"3";"7"
"1";"6";"9";"0920";"1";"2";0;0;0;"4";"4"
"1";"6";"9";"0902";"3";"2";0;1;1;"2";"5"
"1";"6";"9";"0920";"15";"2";0;2;2;"3";"7"
"1";"6";"1";"0108";"16";"2";0;3;3;"3";"7"
"1";"6";"7";"0713";"17";"2";0;0;0;"3";"7"
"1";"6";"9";"0916";"17";"2";0;0;0;"3";"4"
"1";"6";"9";"0901";"19";"2";0;2;2;"1";"4"
"1";"6";"1";"0101";"20";"2";0;1;1;"3";"4"
"1";"6";"24";"2402";"22";"1";0;1;1;"3";"4"
"1";"7";"23";"2301";"1";"2";1;0;1;"4";"4"
"1";"7";"13";"1309";"5";"2";0;0;0;"7";"4"
"1";"7";"1";"0115";"5";"2";0;1;1;"5";"4"
"1";"7";"24";"2402";"7";"1";0;1;1;"1";"4"
"1";"7";"24";"2402";"12";"1";0;1;1;"2";"5"
"1";"7";"13";"1301";"14";"2";0;1;1;"3";"7"
"1";"7";"24";"2402";"15";"1";0;2;2;"3";"7"
"1";"7";"9";"0908";"15";"2";0;1;1;"1";"4"
"1";"7";"9";"0914";"16";"1";0;1;1;"3";"7"
"1";"7";"13";"1321";"19";"2";0;1;1;"7";"4"
"1";"7";"9";"0914";"20";"2";0;1;1;"7";"4"
"1";"7";"9";"0918";"20";"1";0;1;1;"1";"4"
"1";"7";"12";"1203";"21";"2";0;0;0;"5";"4"
"1";"7";"12";"1205";"21";"2";0;1;1;"6";"4"
"1";"7";"9";"0928";"23";"2";0;1;1;"3";"7"
"1";"7";"13";"1306";"23";"2";0;0;0;"7";"4"
"1";"1";"9";"0920";"4";"2";0;1;1;"3";"4"
"1";"1";"9";"0912";"7";"2";0;2;2;"3";"4"
"1";"1";"13";"1309";"11";"2";0;2;2;"3";"7"
"1";"1";"9";"0918";"11";"2";0;1;1;"5";"4"
"1";"1";"17";"1703";"12";"2";1;0;1;"6";"4"
"1";"1";"9";"0910";"14";"2";0;1;1;"3";"4"
"1";"1";"9";"0920";"15";"2";0;1;1;"3";"4"
"1";"1";"9";"0916";"16";"2";0;3;3;"5";"4"
"1";"1";"7";"0701";"16";"2";0;1;1;"3";"4"
"1";"1";"23";"2301";"17";"2";0;0;0;"3";"4"
"1";"1";"1";"0104";"19";"2";0;0;0;"7";"4"
"1";"2";"9";"0909";"3";"2";0;1;1;"4";"4"
"1";"2";"9";"0901";"6";"2";0;1;1;"4";"4"
"1";"2";"9";"0906";"7";"2";0;1;1;"3";"7"
"1";"2";"13";"1301";"9";"2";0;0;0;"3";"7"
"1";"2";"9";"0911";"9";"2";0;2;2;"3";"7"
"1";"2";"9";"0924";"10";"2";0;1;1;"3";"7"
"1";"2";"12";"1208";"10";"1";0;1;1;"3";"7"
"1";"2";"9";"0909";"11";"1";0;1;1;"3";"7"
"1";"2";"17";"1703";"13";"2";0;0;0;"7";"4"
"1";"2";"13";"1313";"17";"2";0;1;1;"3";"7"
"1";"2";"9";"0910";"17";"2";0;1;1;"2";"5"
"1";"2";"1";"0101";"20";"2";0;0;0;"7";"4"
"1";"3";"12";"1201";"11";"2";0;1;1;"2";"5"
"1";"3";"13";"1306";"11";"2";0;1;1;"3";"4"
"1";"3";"1";"0103";"14";"2";0;2;2;"3";"7"
"1";"3";"9";"0901";"15";"2";0;1;1;"5";"4"
"1";"3";"23";"2301";"17";"2";0;0;0;"7";"4"
"1";"3";"9";"0912";"20";"1";0;0;0;"4";"4"
"1";"4";"12";"1204";"5";"2";0;0;0;"7";"4"
"1";"4";"12";"1210";"6";"2";0;0;0;"3";"4"
"1";"4";"1";"0103";"8";"2";0;1;1;"1";"4"
"1";"4";"9";"0916";"9";"2";0;0;0;"3";"4"
"1";"4";"12";"1203";"19";"2";0;2;2;"3";"7"
"1";"4";"9";"0911";"20";"2";1;0;1;"1";"4"
"1";"4";"24";"2403";"20";"2";0;2;2;"3";"7"
"1";"4";"9";"0904";"20";"2";0;1;1;"7";"4"
"1";"4";"13";"1301";"21";"2";0;3;3;"7";"4"
"1";"5";"12";"1207";"6";"1";0;1;1;"6";"4"
"1";"5";"23";"2301";"7";"2";0;1;1;"3";"4"
"1";"5";"9";"0906";"12";"2";0;0;0;"5";"4"
"1";"5";"9";"0916";"14";"2";0;0;0;"7";"4"
"1";"5";"23";"2301";"15";"2";0;1;1;"3";"7"
"1";"5";"7";"0706";"16";"2";0;1;1;"1";"4"
"1";"5";"24";"2402";"17";"1";0;1;1;"3";"7"
"1";"5";"9";"0910";"17";"2";0;1;1;"1";"4"
"1";"5";"1";"0101";"17";"2";0;0;0;"7";"4"
"1";"5";"17";"1703";"17";"2";0;0;0;"7";"4"
"1";"5";"13";"1312";"20";"2";0;1;1;"2";"5"
"1";"5";"7";"0710";"21";"2";0;0;0;"4";"4"
"1";"5";"9";"0909";"22";"1";0;1;1;"2";"5"
"1";"5";"9";"0901";"23";"2";0;0;0;"7";"4"
"1";"6";"9";"0901";"0";"2";0;0;0;"4";"4"
"1";"6";"7";"0706";"6";"2";0;1;1;"3";"7"
"1";"6";"9";"0912";"6";"1";0;1;1;"3";"7"
"1";"6";"9";"0906";"10";"2";0;1;1;"3";"7"
"1";"6";"12";"1210";"11";"2";0;0;0;"3";"4"
"1";"6";"13";"1309";"13";"2";0;0;0;"3";"4"
"1";"6";"13";"1312";"14";"2";0;0;0;"7";"4"
"1";"6";"12";"9008";"15";"1";0;1;1;"2";"5"
"1";"6";"1";"0103";"18";"2";0;4;4;"3";"7"
"1";"6";"9";"0920";"21";"2";1;2;3;"3";"7"
"1";"7";"9";"0909";"0";"2";0;1;1;"3";"7"
"1";"7";"12";"1208";"0";"1";0;1;1;"2";"5"
"1";"7";"1";"0101";"1";"2";0;1;1;"7";"4"
"1";"7";"9";"0916";"6";"2";0;1;1;"7";"4"
"1";"7";"9";"0916";"9";"2";0;0;0;"7";"4"
"1";"7";"7";"0712";"11";"2";0;0;0;"3";"7"
"1";"7";"9";"0912";"14";"2";0;2;2;"3";"7"
"1";"7";"12";"1207";"15";"1";0;3;3;"3";"7"
"1";"7";"9";"0920";"16";"2";0;1;1;"2";"5"
"1";"7";"13";"1301";"16";"2";0;0;0;"3";"7"
"1";"7";"24";"2401";"16";"1";0;1;1;"7";"4"
"1";"7";"9";"0922";"17";"2";0;1;1;"2";"5"
"1";"7";"13";"1312";"19";"2";0;2;2;"7";"4"
"1";"7";"9";"0906";"19";"1";0;0;0;"5";"4"
"1";"7";"9";"0906";"19";"2";0;2;2;"7";"4"
"1";"7";"9";"0916";"19";"2";0;0;0;"4";"4"
"1";"7";"12";"1207";"21";"1";0;2;2;"2";"5"
"1";"7";"7";"0702";"21";"2";0;2;2;"7";"4"
"1";"7";"9";"0916";"21";"2";2;0;2;"3";"4"
"1";"7";"9";"0909";"23";"1";0;2;2;"3";"7"
"1";"1";"9";"0920";"5";"2";1;0;1;"1";"4"
"1";"1";"13";"1301";"9";"2";0;1;1;"2";"5"
"1";"1";"9";"0910";"12";"2";1;0;1;"7";"4"
"1";"1";"24";"2402";"15";"2";0;2;2;"1";"4"
"1";"1";"13";"1321";"15";"2";0;0;0;"5";"4"
"1";"1";"12";"1207";"16";"1";0;3;3;"4";"4"
"1";"1";"13";"1319";"18";"2";0;2;2;"3";"7"
"1";"1";"24";"2401";"19";"2";0;3;3;"3";"4"
"1";"1";"13";"1303";"19";"2";0;2;2;"2";"5"
